instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,total_hour
11255.0,2012-04-19,2,1,4,3.0,0,4,1,2,0.42,0.4242,0.77,0.0,1,3,4,4.0
11256.0,2012-04-19,2,1,4,4.0,0,4,1,2,0.42,0.4242,0.71,0.0,0,4,4,4.0
11257.0,2012-04-19,2,1,4,5.0,0,4,1,1,0.4,0.4091,0.82,0.0,0,30,30,30.0
11258.0,2012-04-19,2,1,4,6.0,0,4,1,2,0.4,0.4091,0.82,0.1045,4,116,120,120.0
11259.0,2012-04-19,2,1,4,7.0,0,4,1,2,0.4,0.4091,0.82,0.1343,15,391,406,406.0
11260.0,2012-04-19,2,1,4,8.0,0,4,1,2,0.42,0.4242,0.82,0.1045,26,651,677,677.0
11261.0,2012-04-19,2,1,4,9.0,0,4,1,2,0.46,0.4545,0.72,0.0,31,270,301,301.0
11262.0,2012-04-19,2,1,4,10.0,0,4,1,1,0.48,0.4697,0.63,0.0896,46,143,189,189.0
11263.0,2012-04-19,2,1,4,11.0,0,4,1,1,0.52,0.5,0.48,0.0,46,183,229,229.0
11264.0,2012-04-19,2,1,4,12.0,0,4,1,1,0.54,0.5152,0.49,0.0,51,213,264,264.0
11265.0,2012-04-19,2,1,4,13.0,0,4,1,1,0.56,0.5303,0.46,0.0,52,186,238,238.0
11266.0,2012-04-19,2,1,4,14.0,0,4,1,1,0.58,0.5455,0.43,0.0,54,183,237,237.0
11267.0,2012-04-19,2,1,4,15.0,0,4,1,1,0.6,0.6212,0.43,0.0,66,196,262,262.0
11268.0,2012-04-19,2,1,4,16.0,0,4,1,1,0.62,0.6212,0.41,0.1045,63,324,387,387.0
11269.0,2012-04-19,2,1,4,17.0,0,4,1,1,0.6,0.6212,0.43,0.0896,85,663,748,748.0
11270.0,2012-04-19,2,1,4,18.0,0,4,1,1,0.6,0.6212,0.43,0.0896,99,677,776,776.0
11271.0,2012-04-19,2,1,4,19.0,0,4,1,1,0.58,0.5455,0.46,0.1343,70,516,586,586.0
11272.0,2012-04-19,2,1,4,20.0,0,4,1,1,0.56,0.5303,0.49,0.2239,52,352,404,404.0
11273.0,2012-04-19,2,1,4,21.0,0,4,1,1,0.52,0.5,0.55,0.1045,27,240,267,267.0
11274.0,2012-04-19,2,1,4,22.0,0,4,1,1,0.52,0.5,0.59,0.194,29,219,248,248.0
11275.0,2012-04-19,2,1,4,23.0,0,4,1,1,0.5,0.4848,0.63,0.1045,20,124,144,144.0
11276.0,2012-04-20,2,1,4,0.0,0,5,1,1,0.48,0.4697,0.67,0.1045,5,59,64,64.0
11277.0,2012-04-20,2,1,4,1.0,0,5,1,1,0.46,0.4545,0.82,0.194,3,22,25,25.0
11278.0,2012-04-20,2,1,4,2.0,0,5,1,1,0.44,0.4394,0.88,0.194,3,18,21,21.0
11279.0,2012-04-20,2,1,4,3.0,0,5,1,1,0.44,0.4394,0.88,0.1045,1,9,10,10.0
11280.0,2012-04-20,2,1,4,4.0,0,5,1,1,0.42,0.4242,0.94,0.1045,0,3,3,3.0
11281.0,2012-04-20,2,1,4,5.0,0,5,1,1,0.42,0.4242,0.94,0.0,1,24,25,25.0
11282.0,2012-04-20,2,1,4,6.0,0,5,1,1,0.42,0.4242,0.88,0.0,8,105,113,113.0
11283.0,2012-04-20,2,1,4,7.0,0,5,1,1,0.42,0.4242,0.94,0.0,9,350,359,359.0
11284.0,2012-04-20,2,1,4,8.0,0,5,1,1,0.44,0.4394,0.94,0.0,32,668,700,700.0
11285.0,2012-04-20,2,1,4,9.0,0,5,1,1,0.46,0.4545,0.88,0.0896,30,329,359,359.0
11286.0,2012-04-20,2,1,4,10.0,0,5,1,1,0.5,0.4848,0.77,0.194,67,170,237,237.0
11287.0,2012-04-20,2,1,4,11.0,0,5,1,1,0.54,0.5152,0.68,0.1642,64,190,254,254.0
11288.0,2012-04-20,2,1,4,12.0,0,5,1,1,0.58,0.5455,0.53,0.194,102,260,362,362.0
11289.0,2012-04-20,2,1,4,13.0,0,5,1,1,0.62,0.6212,0.43,0.194,105,276,381,381.0
11290.0,2012-04-20,2,1,4,14.0,0,5,1,1,0.64,0.6212,0.44,0.2239,156,238,394,394.0
11291.0,2012-04-20,2,1,4,15.0,0,5,1,1,0.64,0.6212,0.47,0.194,145,262,407,407.0
11292.0,2012-04-20,2,1,4,16.0,0,5,1,1,0.66,0.6212,0.44,0.194,151,429,580,580.0
11293.0,2012-04-20,2,1,4,17.0,0,5,1,1,0.64,0.6212,0.47,0.2836,122,697,819,819.0
11294.0,2012-04-20,2,1,4,18.0,0,5,1,1,0.62,0.6212,0.5,0.2836,110,558,668,668.0
11295.0,2012-04-20,2,1,4,19.0,0,5,1,1,0.6,0.6212,0.53,0.194,82,410,492,492.0
11296.0,2012-04-20,2,1,4,20.0,0,5,1,1,0.58,0.5455,0.56,0.1642,52,289,341,341.0
11297.0,2012-04-20,2,1,4,21.0,0,5,1,1,0.56,0.5303,0.68,0.1343,35,252,287,287.0
11298.0,2012-04-20,2,1,4,22.0,0,5,1,1,0.54,0.5152,0.68,0.2537,26,176,202,202.0
11299.0,2012-04-20,2,1,4,23.0,0,5,1,1,0.52,0.5,0.72,0.1343,31,156,187,187.0
11300.0,2012-04-21,2,1,4,0.0,0,6,0,1,0.52,0.5,0.77,0.2239,31,111,142,142.0
11301.0,2012-04-21,2,1,4,1.0,0,6,0,1,0.52,0.5,0.77,0.2239,24,64,88,88.0
11302.0,2012-04-21,2,1,4,2.0,0,6,0,1,0.52,0.5,0.77,0.1343,12,69,81,81.0
11303.0,2012-04-21,2,1,4,3.0,0,6,0,1,0.5,0.4848,0.82,0.2239,4,25,29,29.0
11304.0,2012-04-21,2,1,4,4.0,0,6,0,1,0.5,0.4848,0.82,0.2537,0,9,9,9.0
11305.0,2012-04-21,2,1,4,5.0,0,6,0,1,0.5,0.4848,0.82,0.2537,0,1,1,1.0
11306.0,2012-04-21,2,1,4,6.0,0,6,0,1,0.5,0.4848,0.82,0.2239,10,21,31,31.0
11307.0,2012-04-21,2,1,4,7.0,0,6,0,1,0.5,0.4848,0.82,0.2836,21,55,76,76.0
11308.0,2012-04-21,2,1,4,8.0,0,6,0,1,0.52,0.5,0.81,0.2537,52,149,201,201.0
11309.0,2012-04-21,2,1,4,9.0,0,6,0,1,0.54,0.5152,0.77,0.1642,115,216,331,331.0
11310.0,2012-04-21,2,1,4,10.0,0,6,0,1,0.6,0.6061,0.64,0.2836,183,299,482,482.0
11311.0,2012-04-21,2,1,4,11.0,0,6,0,1,0.62,0.6061,0.61,0.3284,260,348,608,608.0
11312.0,2012-04-21,2,1,4,12.0,0,6,0,1,0.64,0.6212,0.57,0.2239,262,378,640,640.0
11313.0,2012-04-21,2,1,4,13.0,0,6,0,1,0.66,0.6212,0.54,0.2239,291,358,649,649.0
11314.0,2012-04-21,2,1,4,14.0,0,6,0,1,0.7,0.6364,0.45,0.2836,278,331,609,609.0
11315.0,2012-04-21,2,1,4,15.0,0,6,0,1,0.72,0.6515,0.39,0.2537,267,361,628,628.0
11316.0,2012-04-21,2,1,4,16.0,0,6,0,1,0.7,0.6364,0.42,0.3284,267,372,639,639.0
11317.0,2012-04-21,2,1,4,17.0,0,6,0,2,0.74,0.6515,0.3,0.3881,259,309,568,568.0
11318.0,2012-04-21,2,1,4,18.0,0,6,0,2,0.68,0.6364,0.47,0.4925,133,283,416,416.0
11319.0,2012-04-21,2,1,4,19.0,0,6,0,3,0.56,0.5303,0.73,0.4925,9,45,54,54.0
11320.0,2012-04-21,2,1,4,20.0,0,6,0,3,0.5,0.4848,0.82,0.2985,5,34,39,39.0
11321.0,2012-04-21,2,1,4,21.0,0,6,0,3,0.5,0.4848,0.82,0.3881,20,82,102,102.0
11322.0,2012-04-21,2,1,4,22.0,0,6,0,1,0.48,0.4697,0.82,0.2985,20,90,110,110.0
11323.0,2012-04-21,2,1,4,23.0,0,6,0,2,0.46,0.4545,0.82,0.2836,18,73,91,91.0
11324.0,2012-04-22,2,1,4,0.0,0,0,0,2,0.46,0.4545,0.82,0.194,32,85,117,117.0
11325.0,2012-04-22,2,1,4,1.0,0,0,0,2,0.46,0.4545,0.82,0.3284,10,63,73,73.0
11326.0,2012-04-22,2,1,4,2.0,0,0,0,1,0.46,0.4545,0.72,0.2836,7,49,56,56.0
11327.0,2012-04-22,2,1,4,3.0,0,0,0,2,0.44,0.4394,0.82,0.1642,7,33,40,40.0
11328.0,2012-04-22,2,1,4,4.0,0,0,0,2,0.44,0.4394,0.77,0.1642,0,7,7,7.0
11329.0,2012-04-22,2,1,4,5.0,0,0,0,2,0.44,0.4394,0.77,0.2239,0,6,6,6.0
11330.0,2012-04-22,2,1,4,6.0,0,0,0,2,0.44,0.4394,0.72,0.3284,6,6,12,12.0
11331.0,2012-04-22,2,1,4,7.0,0,0,0,3,0.42,0.4242,0.77,0.3881,2,22,24,24.0
11332.0,2012-04-22,2,1,4,8.0,0,0,0,3,0.4,0.4091,0.82,0.2537,8,43,51,51.0
11333.0,2012-04-22,2,1,4,9.0,0,0,0,3,0.4,0.4091,0.82,0.2537,8,71,79,79.0
11334.0,2012-04-22,2,1,4,10.0,0,0,0,3,0.38,0.3939,0.82,0.3284,11,57,68,68.0
11335.0,2012-04-22,2,1,4,11.0,0,0,0,3,0.38,0.3939,0.87,0.2985,7,70,77,77.0
11336.0,2012-04-22,2,1,4,12.0,0,0,0,3,0.38,0.3939,0.87,0.3284,5,56,61,61.0
11337.0,2012-04-22,2,1,4,13.0,0,0,0,3,0.38,0.3939,0.82,0.3582,5,47,52,52.0
11338.0,2012-04-22,2,1,4,14.0,0,0,0,3,0.38,0.3939,0.87,0.3284,3,50,53,53.0
11339.0,2012-04-22,2,1,4,15.0,0,0,0,3,0.38,0.3939,0.87,0.3881,0,38,38,38.0
11340.0,2012-04-22,2,1,4,16.0,0,0,0,3,0.38,0.3939,0.87,0.4478,4,32,36,36.0
11341.0,2012-04-22,2,1,4,17.0,0,0,0,3,0.36,0.3182,0.93,0.4478,2,25,27,27.0
11342.0,2012-04-22,2,1,4,18.0,0,0,0,3,0.36,0.3182,0.93,0.4478,1,38,39,39.0
11343.0,2012-04-22,2,1,4,19.0,0,0,0,3,0.36,0.3182,0.87,0.5224,1,34,35,35.0
11344.0,2012-04-22,2,1,4,20.0,0,0,0,3,0.36,0.3333,0.93,0.4179,1,34,35,35.0
11345.0,2012-04-22,2,1,4,21.0,0,0,0,3,0.36,0.3333,0.87,0.3881,0,11,11,11.0
11346.0,2012-04-22,2,1,4,22.0,0,0,0,3,0.34,0.2879,0.87,0.5224,0,13,13,13.0
11347.0,2012-04-22,2,1,4,23.0,0,0,0,3,0.36,0.3182,0.81,0.4627,0,17,17,17.0
11348.0,2012-04-23,2,1,4,0.0,0,1,1,3,0.36,0.3333,0.81,0.4179,0,6,6,6.0
11349.0,2012-04-23,2,1,4,1.0,0,1,1,3,0.34,0.303,0.87,0.3582,1,1,2,2.0
11350.0,2012-04-23,2,1,4,2.0,0,1,1,2,0.32,0.303,0.87,0.3284,1,3,4,4.0
11351.0,2012-04-23,2,1,4,3.0,0,1,1,2,0.32,0.303,0.81,0.2836,0,1,1,1.0
11352.0,2012-04-23,2,1,4,4.0,0,1,1,3,0.3,0.2879,0.81,0.2836,0,3,3,3.0
11353.0,2012-04-23,2,1,4,5.0,0,1,1,3,0.3,0.2879,0.81,0.2836,0,14,14,14.0
11354.0,2012-04-23,2,1,4,6.0,0,1,1,2,0.3,0.2727,0.81,0.2985,2,43,45,45.0
11355.0,2012-04-23,2,1,4,7.0,0,1,1,3,0.3,0.2879,0.81,0.2537,1,206,207,207.0
11356.0,2012-04-23,2,1,4,8.0,0,1,1,2,0.3,0.2727,0.75,0.3284,11,471,482,482.0
11357.0,2012-04-23,2,1,4,9.0,0,1,1,2,0.3,0.2727,0.75,0.3881,17,255,272,272.0
11358.0,2012-04-23,2,1,4,10.0,0,1,1,2,0.32,0.303,0.7,0.3284,12,88,100,100.0
11359.0,2012-04-23,2,1,4,11.0,0,1,1,2,0.32,0.2879,0.7,0.3582,10,91,101,101.0
11360.0,2012-04-23,2,1,4,12.0,0,1,1,3,0.34,0.303,0.71,0.3582,12,117,129,129.0
11361.0,2012-04-23,2,1,4,13.0,0,1,1,3,0.34,0.303,0.66,0.3881,9,98,107,107.0
11362.0,2012-04-23,2,1,4,14.0,0,1,1,3,0.36,0.3182,0.62,0.4478,12,102,114,114.0
11363.0,2012-04-23,2,1,4,15.0,0,1,1,2,0.36,0.3333,0.62,0.3881,11,101,112,112.0
11364.0,2012-04-23,2,1,4,16.0,0,1,1,3,0.3,0.2727,0.81,0.3582,10,93,103,103.0
11365.0,2012-04-23,2,1,4,17.0,0,1,1,3,0.3,0.2727,0.82,0.3284,13,219,232,232.0
11366.0,2012-04-23,2,1,4,18.0,0,1,1,3,0.32,0.3333,0.81,0.1343,10,369,379,379.0
11367.0,2012-04-23,2,1,4,19.0,0,1,1,2,0.34,0.3182,0.76,0.2239,11,287,298,298.0
11368.0,2012-04-23,2,1,4,20.0,0,1,1,2,0.32,0.3182,0.76,0.1642,17,186,203,203.0
11369.0,2012-04-23,2,1,4,21.0,0,1,1,2,0.32,0.303,0.81,0.2239,7,145,152,152.0
11370.0,2012-04-23,2,1,4,22.0,0,1,1,1,0.32,0.3182,0.76,0.194,18,71,89,89.0
11371.0,2012-04-23,2,1,4,23.0,0,1,1,1,0.32,0.3182,0.76,0.1642,10,49,59,59.0
11372.0,2012-04-24,2,1,4,0.0,0,2,1,2,0.32,0.3333,0.76,0.1343,0,13,13,13.0
11373.0,2012-04-24,2,1,4,1.0,0,2,1,2,0.32,0.3333,0.81,0.1343,1,6,7,7.0
11374.0,2012-04-24,2,1,4,2.0,0,2,1,1,0.32,0.3182,0.81,0.194,0,3,3,3.0
11375.0,2012-04-24,2,1,4,3.0,0,2,1,1,0.32,0.303,0.81,0.2239,0,2,2,2.0
11376.0,2012-04-24,2,1,4,4.0,0,2,1,1,0.3,0.2879,0.7,0.194,0,3,3,3.0
11377.0,2012-04-24,2,1,4,5.0,0,2,1,1,0.3,0.2879,0.7,0.194,0,22,22,22.0
11378.0,2012-04-24,2,1,4,6.0,0,2,1,1,0.3,0.2879,0.7,0.2239,3,117,120,120.0
11379.0,2012-04-24,2,1,4,7.0,0,2,1,1,0.32,0.303,0.66,0.2836,3,387,390,390.0
11380.0,2012-04-24,2,1,4,8.0,0,2,1,1,0.34,0.3182,0.61,0.2537,12,599,611,611.0
11381.0,2012-04-24,2,1,4,9.0,0,2,1,1,0.4,0.4091,0.47,0.3582,6,302,308,308.0
11382.0,2012-04-24,2,1,4,10.0,0,2,1,1,0.42,0.4242,0.47,0.2985,33,129,162,162.0
11383.0,2012-04-24,2,1,4,11.0,0,2,1,1,0.46,0.4545,0.31,0.3881,27,157,184,184.0
11384.0,2012-04-24,2,1,4,12.0,0,2,1,1,0.48,0.4697,0.29,0.3881,36,188,224,224.0
11385.0,2012-04-24,2,1,4,13.0,0,2,1,1,0.5,0.4848,0.29,0.3881,35,189,224,224.0
11386.0,2012-04-24,2,1,4,14.0,0,2,1,1,0.5,0.4848,0.25,0.3881,50,166,216,216.0
11387.0,2012-04-24,2,1,4,15.0,0,2,1,1,0.5,0.4848,0.23,0.4179,60,176,236,236.0
11388.0,2012-04-24,2,1,4,16.0,0,2,1,1,0.5,0.4848,0.23,0.194,54,308,362,362.0
11389.0,2012-04-24,2,1,4,17.0,0,2,1,1,0.52,0.5,0.22,0.3881,72,619,691,691.0
11390.0,2012-04-24,2,1,4,18.0,0,2,1,1,0.5,0.4848,0.18,0.0,52,580,632,632.0
11391.0,2012-04-24,2,1,4,19.0,0,2,1,1,0.5,0.4848,0.18,0.2537,33,449,482,482.0
11392.0,2012-04-24,2,1,4,20.0,0,2,1,1,0.48,0.4697,0.21,0.3284,16,269,285,285.0
11393.0,2012-04-24,2,1,4,21.0,0,2,1,2,0.46,0.4545,0.28,0.1642,13,213,226,226.0
11394.0,2012-04-24,2,1,4,22.0,0,2,1,1,0.44,0.4394,0.35,0.1045,8,149,157,157.0
11395.0,2012-04-24,2,1,4,23.0,0,2,1,1,0.42,0.4242,0.38,0.0896,4,69,73,73.0
11396.0,2012-04-25,2,1,4,0.0,0,3,1,1,0.44,0.4394,0.38,0.0,13,23,36,36.0
11397.0,2012-04-25,2,1,4,1.0,0,3,1,1,0.42,0.4242,0.41,0.0,8,17,25,25.0
11398.0,2012-04-25,2,1,4,2.0,0,3,1,1,0.36,0.3788,0.62,0.0,1,6,7,7.0
11399.0,2012-04-25,2,1,4,3.0,0,3,1,1,0.32,0.3333,0.7,0.0896,0,3,3,3.0
11400.0,2012-04-25,2,1,4,4.0,0,3,1,1,0.34,0.3485,0.66,0.0896,0,6,6,6.0
11401.0,2012-04-25,2,1,4,5.0,0,3,1,1,0.34,0.3636,0.66,0.0,0,24,24,24.0
11402.0,2012-04-25,2,1,4,6.0,0,3,1,1,0.34,0.3636,0.66,0.0,3,103,106,106.0
11403.0,2012-04-25,2,1,4,7.0,0,3,1,1,0.34,0.3636,0.71,0.0,13,376,389,389.0
11404.0,2012-04-25,2,1,4,8.0,0,3,1,1,0.36,0.3636,0.76,0.0896,20,634,654,654.0
11405.0,2012-04-25,2,1,4,9.0,0,3,1,1,0.42,0.4242,0.54,0.0,33,288,321,321.0
11406.0,2012-04-25,2,1,4,10.0,0,3,1,1,0.52,0.5,0.34,0.0,44,138,182,182.0
11407.0,2012-04-25,2,1,4,11.0,0,3,1,1,0.52,0.5,0.32,0.1343,42,177,219,219.0
11408.0,2012-04-25,2,1,4,12.0,0,3,1,1,0.54,0.5152,0.28,0.2836,49,220,269,269.0
11409.0,2012-04-25,2,1,4,13.0,0,3,1,1,0.56,0.5303,0.26,0.2239,35,193,228,228.0
11410.0,2012-04-25,2,1,4,14.0,0,3,1,1,0.56,0.5303,0.22,0.3582,47,176,223,223.0
11411.0,2012-04-25,2,1,4,15.0,0,3,1,1,0.58,0.5455,0.19,0.1642,47,182,229,229.0
11412.0,2012-04-25,2,1,4,16.0,0,3,1,1,0.6,0.5909,0.2,0.3284,49,327,376,376.0
11413.0,2012-04-25,2,1,4,17.0,0,3,1,1,0.6,0.5909,0.2,0.2985,68,664,732,732.0
11414.0,2012-04-25,2,1,4,18.0,0,3,1,1,0.6,0.5909,0.2,0.2836,60,649,709,709.0
11415.0,2012-04-25,2,1,4,19.0,0,3,1,1,0.6,0.5909,0.2,0.194,42,501,543,543.0
11416.0,2012-04-25,2,1,4,20.0,0,3,1,1,0.56,0.5303,0.22,0.0896,22,358,380,380.0
11417.0,2012-04-25,2,1,4,21.0,0,3,1,1,0.52,0.5,0.52,0.1343,27,212,239,239.0
11418.0,2012-04-25,2,1,4,22.0,0,3,1,1,0.5,0.4848,0.51,0.0,22,170,192,192.0
11419.0,2012-04-25,2,1,4,23.0,0,3,1,2,0.5,0.4848,0.51,0.0896,10,94,104,104.0
11420.0,2012-04-26,2,1,4,0.0,0,4,1,2,0.48,0.4697,0.63,0.0,1,42,43,43.0
11421.0,2012-04-26,2,1,4,1.0,0,4,1,2,0.48,0.4697,0.48,0.0896,1,22,23,23.0
11422.0,2012-04-26,2,1,4,2.0,0,4,1,2,0.48,0.4697,0.55,0.1045,3,10,13,13.0
11423.0,2012-04-26,2,1,4,3.0,0,4,1,2,0.48,0.4697,0.55,0.0896,1,5,6,6.0
11424.0,2012-04-26,2,1,4,4.0,0,4,1,2,0.48,0.4697,0.59,0.0896,1,2,3,3.0
11425.0,2012-04-26,2,1,4,5.0,0,4,1,2,0.48,0.4697,0.63,0.1343,0,17,17,17.0
11426.0,2012-04-26,2,1,4,6.0,0,4,1,2,0.48,0.4697,0.63,0.2537,5,122,127,127.0
11427.0,2012-04-26,2,1,4,7.0,0,4,1,3,0.46,0.4545,0.82,0.3582,3,222,225,225.0
11428.0,2012-04-26,2,1,4,8.0,0,4,1,3,0.46,0.4545,0.82,0.194,4,358,362,362.0
11429.0,2012-04-26,2,1,4,9.0,0,4,1,3,0.46,0.4545,0.88,0.1642,12,189,201,201.0
11430.0,2012-04-26,2,1,4,10.0,0,4,1,2,0.46,0.4545,0.94,0.1642,14,125,139,139.0
11431.0,2012-04-26,2,1,4,11.0,0,4,1,2,0.46,0.4545,0.94,0.2239,16,135,151,151.0
11432.0,2012-04-26,2,1,4,12.0,0,4,1,2,0.52,0.5,0.83,0.1343,24,180,204,204.0
11433.0,2012-04-26,2,1,4,13.0,0,4,1,2,0.5,0.4848,0.82,0.1642,19,178,197,197.0
11434.0,2012-04-26,2,1,4,14.0,0,4,1,2,0.54,0.5152,0.77,0.194,37,132,169,169.0
11435.0,2012-04-26,2,1,4,15.0,0,4,1,2,0.52,0.5,0.83,0.3284,39,165,204,204.0
11436.0,2012-04-26,2,1,4,16.0,0,4,1,2,0.52,0.5,0.83,0.2239,37,281,318,318.0
11437.0,2012-04-26,2,1,4,17.0,0,4,1,1,0.54,0.5152,0.77,0.1642,49,565,614,614.0
11438.0,2012-04-26,2,1,4,18.0,0,4,1,2,0.54,0.5152,0.77,0.194,75,589,664,664.0
11439.0,2012-04-26,2,1,4,19.0,0,4,1,2,0.54,0.5152,0.77,0.2239,57,407,464,464.0
11440.0,2012-04-26,2,1,4,20.0,0,4,1,1,0.54,0.5152,0.77,0.194,23,314,337,337.0
11441.0,2012-04-26,2,1,4,21.0,0,4,1,1,0.52,0.5,0.83,0.2239,28,222,250,250.0
11442.0,2012-04-26,2,1,4,22.0,0,4,1,1,0.52,0.5,0.83,0.1642,20,163,183,183.0
11443.0,2012-04-26,2,1,4,23.0,0,4,1,1,0.5,0.4848,0.88,0.1642,6,106,112,112.0
11444.0,2012-04-27,2,1,4,0.0,0,5,1,1,0.54,0.5152,0.68,0.5522,12,61,73,73.0
11445.0,2012-04-27,2,1,4,1.0,0,5,1,1,0.5,0.4848,0.59,0.4478,3,32,35,35.0
11446.0,2012-04-27,2,1,4,2.0,0,5,1,1,0.48,0.4697,0.59,0.4179,4,18,22,22.0
11447.0,2012-04-27,2,1,4,3.0,0,5,1,1,0.44,0.4394,0.47,0.4925,1,2,3,3.0
11448.0,2012-04-27,2,1,4,4.0,0,5,1,1,0.42,0.4242,0.44,0.2537,0,6,6,6.0
11449.0,2012-04-27,2,1,4,5.0,0,5,1,1,0.42,0.4242,0.44,0.3582,0,19,19,19.0
11450.0,2012-04-27,2,1,4,6.0,0,5,1,1,0.4,0.4091,0.43,0.2537,5,115,120,120.0
11451.0,2012-04-27,2,1,4,7.0,0,5,1,1,0.38,0.3939,0.5,0.2836,10,305,315,315.0
11452.0,2012-04-27,2,1,4,8.0,0,5,1,1,0.4,0.4091,0.5,0.0,17,575,592,592.0
11453.0,2012-04-27,2,1,4,9.0,0,5,1,1,0.42,0.4242,0.44,0.4925,42,292,334,334.0
11454.0,2012-04-27,2,1,4,10.0,0,5,1,1,0.44,0.4394,0.38,0.4179,64,172,236,236.0
11455.0,2012-04-27,2,1,4,11.0,0,5,1,1,0.44,0.4394,0.38,0.3284,47,186,233,233.0
11456.0,2012-04-27,2,1,4,12.0,0,5,1,1,0.46,0.4545,0.36,0.3582,63,244,307,307.0
11457.0,2012-04-27,2,1,4,13.0,0,5,1,1,0.46,0.4545,0.33,0.3881,94,212,306,306.0
11458.0,2012-04-27,2,1,4,14.0,0,5,1,1,0.46,0.4545,0.33,0.3284,94,206,300,300.0
11459.0,2012-04-27,2,1,4,15.0,0,5,1,1,0.52,0.5,0.29,0.4925,101,223,324,324.0
11460.0,2012-04-27,2,1,4,16.0,0,5,1,1,0.52,0.5,0.29,0.2537,105,335,440,440.0
11461.0,2012-04-27,2,1,4,17.0,0,5,1,1,0.54,0.5152,0.24,0.3881,89,613,702,702.0
11462.0,2012-04-27,2,1,4,18.0,0,5,1,1,0.52,0.5,0.25,0.3582,94,560,654,654.0
11463.0,2012-04-27,2,1,4,19.0,0,5,1,1,0.5,0.4848,0.27,0.3881,62,379,441,441.0
11464.0,2012-04-27,2,1,4,20.0,0,5,1,1,0.46,0.4545,0.31,0.2836,49,240,289,289.0
11465.0,2012-04-27,2,1,4,21.0,0,5,1,1,0.44,0.4394,0.33,0.2985,23,185,208,208.0
11466.0,2012-04-27,2,1,4,22.0,0,5,1,1,0.42,0.4242,0.38,0.2537,24,134,158,158.0
11467.0,2012-04-27,2,1,4,23.0,0,5,1,1,0.4,0.4091,0.4,0.2537,11,105,116,116.0
11468.0,2012-04-28,2,1,4,0.0,0,6,0,1,0.38,0.3939,0.43,0.1642,4,99,103,103.0
11469.0,2012-04-28,2,1,4,1.0,0,6,0,1,0.36,0.3333,0.5,0.2985,7,60,67,67.0
11470.0,2012-04-28,2,1,4,2.0,0,6,0,1,0.36,0.3485,0.43,0.1642,8,49,57,57.0
11471.0,2012-04-28,2,1,4,3.0,0,6,0,1,0.34,0.3182,0.49,0.2239,3,23,26,26.0
11472.0,2012-04-28,2,1,4,4.0,0,6,0,1,0.34,0.3333,0.49,0.1642,0,2,2,2.0
11473.0,2012-04-28,2,1,4,5.0,0,6,0,1,0.34,0.3333,0.46,0.1343,2,3,5,5.0
11474.0,2012-04-28,2,1,4,6.0,0,6,0,1,0.34,0.3333,0.49,0.194,10,18,28,28.0
11475.0,2012-04-28,2,1,4,7.0,0,6,0,1,0.34,0.3333,0.49,0.1642,10,45,55,55.0
11476.0,2012-04-28,2,1,4,8.0,0,6,0,1,0.38,0.3939,0.4,0.1343,24,134,158,158.0
11477.0,2012-04-28,2,1,4,9.0,0,6,0,2,0.38,0.3939,0.37,0.0,45,169,214,214.0
11478.0,2012-04-28,2,1,4,10.0,0,6,0,2,0.38,0.3939,0.4,0.1642,60,231,291,291.0
11479.0,2012-04-28,2,1,4,11.0,0,6,0,2,0.38,0.3939,0.4,0.1045,96,262,358,358.0
11480.0,2012-04-28,2,1,4,12.0,0,6,0,2,0.38,0.3939,0.43,0.0,105,276,381,381.0
11481.0,2012-04-28,2,1,4,13.0,0,6,0,2,0.4,0.4091,0.37,0.0,120,269,389,389.0
11482.0,2012-04-28,2,1,4,14.0,0,6,0,1,0.42,0.4242,0.38,0.1045,147,293,440,440.0
11483.0,2012-04-28,2,1,4,15.0,0,6,0,1,0.42,0.4242,0.41,0.2239,148,260,408,408.0
11484.0,2012-04-28,2,1,4,16.0,0,6,0,2,0.44,0.4394,0.38,0.194,132,244,376,376.0
11485.0,2012-04-28,2,1,4,17.0,0,6,0,2,0.42,0.4242,0.41,0.1343,98,224,322,322.0
11486.0,2012-04-28,2,1,4,18.0,0,6,0,3,0.4,0.4091,0.47,0.0,17,73,90,90.0
11487.0,2012-04-28,2,1,4,19.0,0,6,0,3,0.36,0.3485,0.71,0.1343,29,110,139,139.0
11488.0,2012-04-28,2,1,4,20.0,0,6,0,2,0.38,0.3939,0.66,0.0,21,81,102,102.0
11489.0,2012-04-28,2,1,4,21.0,0,6,0,3,0.36,0.3485,0.71,0.194,12,72,84,84.0
11490.0,2012-04-28,2,1,4,22.0,0,6,0,2,0.36,0.3485,0.71,0.1343,17,66,83,83.0
11491.0,2012-04-28,2,1,4,23.0,0,6,0,2,0.38,0.3939,0.76,0.0896,5,37,42,42.0
11492.0,2012-04-29,2,1,4,0.0,0,0,0,3,0.36,0.3485,0.81,0.1343,0,36,36,36.0
11493.0,2012-04-29,2,1,4,1.0,0,0,0,2,0.36,0.3485,0.81,0.1343,5,37,42,42.0
11494.0,2012-04-29,2,1,4,2.0,0,0,0,2,0.36,0.3636,0.87,0.1045,4,36,40,40.0
11495.0,2012-04-29,2,1,4,3.0,0,0,0,2,0.36,0.3485,0.87,0.194,2,14,16,16.0
